ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
Taraxacum section Erythrosperma;TARangu;0.03026829;Taraxacum section Erythrosperma;no;no;no;;hemicryptophyte;hros;20.2224099;0.05;0.15;NA;NA;NA;3;6;4;apogame;anémochore;8;5;5;5;5;6;verif;esp;14647;66787;13/1.0.2.0.2;Taraxacum section Erythrosperma;européen;capitule simple;hermaphrodite;0;apogame;akène;anémochore;jaune;0;0;0;0;hros;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;0;0;0;8;5;5;5;5;5;6;0;3;1;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;12158;Taraxacum angustisquameum;Taraxacum;européen;hros;verif;verif;verif;verif;verif;verif;verif;verif
Taraxacum section Ruderalia;TARangu;0.33026829;Taraxacum section Ruderalia;no;no;no;;hemicryptophyte;hros;28.5055963;0.1;0.3;NA;NA;0.6836;6;8;3;apogame;anémochore;8;5;5;5;5;6;verif;esp;14647;66787;13/1.0.2.0.2;Taraxacum section Ruderalia;européen;capitule simple;hermaphrodite;0;apogame;akène;anémochore;jaune;0;0;0;0;hros;hémicryptophytaie;friches vivaces mésohydriques. médio-européennes;Dauco carotae subsp. carotae - Melilotion albi;0;0;0;0;8;5;5;5;5;5;6;0;3;1;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;12158;Taraxacum angustisquameum;Taraxacum;européen;hros;verif;verif;verif;verif;verif;verif;verif;verif
Teucrium scorodonia;Teuscor;0.032508503;Teucrium scorodonia L. ;no;no;no;;hemicryptophyte;heri;27.13971667;0.3;0.5;NA;NA;0.8;6;9;4;entomogame;barochore;5;5;3;5;4;4;verif;esp;30402;75410;10/1.0.1;Teucrium scorodonia L. ;européen occidental;glomérules spiciformes;hermaphrodite;protandre;entomogame;akène;barochore;blanc;0;0;0;0;heri;hémicryptophytaie;ourlets externes acidophiles médio-européens;Melampyro pratensis - Holcetalia mollis;0;0;0;0;5;5;3;5;5;4;4;0;4;4;6;5;2;4;2;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2471;Teucrium sco. scorodonia;Teucrium;européen;heri;verif;verif;verif;verif;verif;verif;verif;verif
Thlaspi arvense;Thlarve;-0.015706415;Thlaspi arvense L.;no;no;no;;therophyte;test;22.63882353;0.1;0.5;NA;0.475294118;1.068076923;5;9;5;entomogame. autogame;anémochore;7;5;5;4;7;6;thlaspi arvense;esp;1823;67864;13/3.0.2;Thlaspi arvense L.;cosmopolite;racème simple;hermaphrodite;homogame;entomogame. autogame;silique;anémochore;blanc;0;05-sept;0;0;test;thérophytaie;annuelles commensales des cultures basophiles;Papaveretalia rhoeadis;0;0;0;0;7;5;5;3;4;7;6;0;3;2;6;5;x;5;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1266;Thlaspi arvense;Thlaspi;cosmopolite;test;5;spring;9;mixed;anémochore;6;7;4
Thymus vulgaris;Thyvulg;0.018767911;Thymus vulgaris L. ;no;no;no;;chamephyte;cfru-semp;10.38;0.1;0.5;NA;NA;1.4;4;7;4;entomogame;épizoochore;8;8;4;1;8;4;verif;esp;14800;68271;09/4.;Thymus vulgaris L. ;méditerranéen occidental;cyme capituliforme;hermaphrodite;0;entomogame;akène;épizoochore;blanc. rose;0;0;0;0;cfru-semp;hémicryptophytaie;pelouses basophiles méditerranéennes;Dactylo glomeratae subsp. hispanicae - Brachypodietea retusi;0;0;0;0;8;8;4;3;1;8;4;0;3;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Lamiids;Lamiales;0;Lamiaceae;0;0;0;0;0;0;2551;Thymus vulgaris;Thymus;méditerranéen;cfru-semp;verif;verif;verif;verif;verif;verif;verif;verif
Tolpis umbellata;Tolumbe;0.045977207;Tolpis umbellata Bertol.;no;no;no;;therophyte;test;NA;0.1;0.6;NA;NA;0.22;4;7;4;entomogame. autogame;épizoochore;8;8;4;3;3;3;tolpis umbellata;esp;1271;68529;08/3.0.1.1;Tolpis umbellata Bertol.;méditerranéen;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;épizoochore;jaune;0;0;0;0;test;thérophytaie;annuelles des tonsures acidophiles. thermophiles. mésoméditerranéennes;Tolpido barbatae - Tuberarienalia guttatae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;13773;Tolpis umbellata;Tolpis;méditerranéen;test;NA;NA;NA;mixed;zoochore;NA;NA;NA
Tordylium maximum;Tormaxi;0.059148754;Tordylium maximum L.;no;no;no;;hemicryptophyte;Hbis(Test);27.84666667;0.15;1.2;NA;0.673272727;6.2925;6;8;3;entomogame;anémochore;7;6;4;4;6;6;tordylium maximum;esp;306;68543;13/1.;Tordylium maximum L.;européen méridional;ombelle d'ombellules;hermaphrodite;0;entomogame;akène;anémochore;blanc;0;06-ao˚t;0;0;Hbis(Test);hémicryptophytaie;friches vivaces xérophiles européennes;Onopordetea acanthii subsp. acanthii;0;0;0;0;7;6;4;5;4;6;6;0;3;2;7;8;4;3;5;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2213;Tordylium maximum;Tordylium;européen;Hbis(Test);6;spring;8;entomogame;anémochore;6;7;4
Torilis arvensis;Torarve;0.125060947;Torilis arvensis (Huds.) Link;yes;no;yes;;therophyte;test;28.08;0.15;2;NA;0.73125;1.554;5;8;4;entomogame;épizoochore;7;7;3;4;8;7;torilis arvensis;esp;14807;68554;13/3.0.2.0.1;Torilis arvensis (Huds.) Link;méditerranéen(eury);ombelle d'ombellules;hermaphrodite;0;entomogame;akène;épizoochore;blanc;0;0;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. mésothermes;Caucalidion platycarpi;0;0;0;0;7;7;3;4;4;8;7;0;2;2;7;7;3;4;9;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;15621;Torilis arvensis;Torilis;méditerranéen;test;NA;NA;NA;entomogame;zoochore;7;7;4
Torilis japonica;Torjapo;0.095754201;Torilis japonica (Houtt.) DC.;no;no;no;;therophyte;Test;25.80833333;0.2;1.5;NA;0.641805556;1.859615385;6;9;4;entomogame. autogame;épizoochore;6;5;5;5;8;8;torilis japonica;esp;312;68580;13/4.0.1.0.1;Torilis japonica (Houtt.) DC.;eurasiatique;ombelle d'ombellules;androdioïque;protandre;entomogame. autogame;akène;épizoochore;blanc;0;06-sept;0;0;Test;thérophytaie;friches annuelles vernales à estivales. médio-européennes. des sols à texture grossière;Sisymbrion officinalis;0;0;0;0;6;5;5;5;5;8;8;0;3;2;6;6;3;5;8;8;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2145;Torilis japonica;Torilis;eurasiatique;Test;6;spring;9;mixed;zoochore;8;6;5
Torilis nodosa;Tornodo;0.041490598;Torilis nodosa (L.) Gaertn.;no;no;no;;therophyte;test;14.13;0.1;0.6;NA;0.323333333;3.175;4;7;4;entomogame;épizoochore;8;6;4;4;7;7;torilis nodosa;esp;14809;68586;13/4.0.2.0.2;Torilis nodosa (L.) Gaertn.;européen méridional;ombelle d'ombellules;hermaphrodite;0;entomogame;akène;épizoochore;blanc;0;0;0;0;test;thérophytaie;friches annuelles. eutrophiles. mésoméditerranéennes;Hordeion murinum subsp. leporinum;0;0;0;0;8;6;4;4;4;7;7;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2144;Torilis nodosa;Torilis;européen;test;NA;NA;NA;entomogame;zoochore;7;8;4
Tragopogon dubius;Tradubi;0.045977207;Tragopogon dubius Scop.;no;no;no;;hemicryptophyte;heri;21.92666667;0.2;1;NA;0.660769231;9.314444444;4;7;4;entomogame. autogame;anémochore;7;5;5;3;5;7;tragopogon dubius;esp;14811;68729;13/1.;Tragopogon dubius Scop.;européen;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;jaune;0;0;0;0;heri;hémicryptophytaie;friches vivaces xérophiles européennes;Onopordetea acanthii subsp. acanthii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;7715;Tragopogon dubius (doublon);Tragopogon;européen;heri;NA;NA;NA;mixed;anémochore;NA;NA;NA
Tragopogon porrifolius;Traporr;0.027220517;Tragopogon porrifolius L.;no;no;no;;hemicryptophyte;Heri;30.43;0.3;0.8;NA;1.014285714;11.43842105;4;6;3;entomogame. autogame;anémochore;8;6;4;6;7;6;tragopogon porrifolius;esp;14812;68760;12/1.2.1.2.1;Tragopogon porrifolius L.;méditerranéen-atlantique;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;rose;0;0;0;0;Heri;hémicryptophytaie;prairies hygrophiles fauchées. méditerranéo-atlantiques. glycophiles à subhalophiles;Alopecurion rendlei;0;0;0;0;8;6;4;7;6;7;6;0;3;8;8;6;?;4;7;?;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;15015;Tragopogon porrifolius;Tragopogon;méditerranéen;Heri;NA;NA;NA;mixed;anémochore;6;8;6
Tragopogon pratensis;Traprat;0.091328555;Tragopogon pratensis L.;no;no;no;;hemicryptophyte;heri;22.00074074;0.3;1.2;NA;0.549534884;7.7812;5;7;3;entomogame. autogame;anémochore;8;5;5;5;7;6;tragopogon pratensis;esp;14813;68767;12/1.1.1.0.2;Tragopogon pratensis L.;eurasiatique;racème de capitules;hermaphrodite;0;entomogame. autogame;akène;anémochore;jaune;0;0;0;0;heri;hémicryptophytaie;prairies mésohydriques fauchées. mésothermes. planitiaires à montagnardes inférieures;Arrhenatherion elatioris subsp. elatioris;0;0;0;0;8;5;5;5;5;7;6;0;3;2;7;6;3;4;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;14933;Tragopogon pratensis;Tragopogon;eurasiatique;heri;NA;NA;NA;mixed;anémochore;6;8;5
Trifolium angustifolium;Triangu;0.059361899;Trifolium angustifolium L. ;no;no;no;;therophyte;test;19.786875;0.1;0.5;NA;0.2725;1.489473684;5;7;3;entomogame;épizoochore;8;7;5;4;6;6;trifolium angustifolium;esp;3138;68980;08/4.0.1;Trifolium angustifolium L. ;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;rose;0;05-juil;0;0;test;thérophytaie;annuelles des tonsures basophiles. aéroxérophiles. thermophiles. méditerranéennes;Stipo capensis - Bupleuretalia semicompositi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1731;Trifolium angustifolium;Trifolium;méditerranéen;test;5;spring;7;entomogame;zoochore;NA;NA;NA
Trifolium arvense;Triarve;0.008450732;Trifolium arvense L.;no;no;no;;therophyte;test(hbis);18.85684211;0.05;0.4;NA;0.208333333;0.377894737;4;6;3;entomogame. autogame;épizoochore;8;6;3;3;2;1;trifolium arvense;esp;14822;68989;08/4.0.3;Trifolium arvense L.;européen tempéré;racème capituliforme;hermaphrodite;0;entomogame. autogame;gousse;épizoochore;blanc. rose;0;0;0;0;test(hbis);thérophytaie;annuelles des tonsures basophiles. sabulicoles. mésohydriques;Phleo arenarii - Cerastietalia semidecandri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;3;3;2;1;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;7574;Trifolium longisetum;Trifolium;européen;test(hbis);NA;NA;NA;mixed;zoochore;NA;NA;NA
Trifolium campestre;Tricamp;0.075149039;Trifolium campestre Schreb. ;no;no;no;;therophyte;test;27.08333333;0.1;0.6;NA;NA;0.3;4;7;4;entomogame;épizoochore;8;6;3;4;6;3;ambiguous;esp;30487;75495;08/4.;Trifolium campestre Schreb. ;cosmopolite;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;jaune;0;0;0;0;test;thérophytaie;annuelles des tonsures basophiles. européennes;Stipo capensis - Brachypodietea distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;3;4;6;3;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1710;Trifolium campestre;Trifolium;cosmopolite;test;NA;NA;NA;entomogame;zoochore;NA;NA;NA
Trifolium dubium;Tridubi;0.079657324;Trifolium dubium Sibth.;no;no;no;;therophyte;test;25.9165;0.1;0.4;NA;0.276666667;0.402142857;5;9;5;entomogame. autogame;épizoochore;6;5;5;5;6;5;trifolium dubium;esp;3152;69085;13/4.0.1.0.6;Trifolium dubium Sibth.;cosmopolite;racème capituliforme;hermaphrodite;0;entomogame. autogame;gousse;épizoochore;jaune;0;05-sept;0;0;test;thérophytaie;annuelles des trouées des prairies (mosaïques contigües);Trifolion dubii;0;0;0;0;6;5;5;5;5;6;5;0;3;3;6;6;3;4;6;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1711;Trifolium dubium;Trifolium;cosmopolite;test;5;spring;9;mixed;zoochore;5;6;5
Trifolium fragiferum;Trifrag;0.056314319;Trifolium fragiferum L.;no;no;no;;hemicryptophyte;hsto;25.646875;0.05;0.2;NA;0.166666667;1.338333333;6;9;4;entomogame;épizoochore;7;7;3;7;7;7;trifolium fragiferum;esp;3154;69109;12/1.2.1.2;Trifolium fragiferum L.;méditerranéen-atlantique;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;rose;0;06-sept;0;0;hsto;hémicryptophytaie;prairies hygrophiles. européennes. thermophiles;Loto glaberi - Schedonorenalia arundinacei;0;0;0;0;7;7;3;8;7;7;7;3;3;8;8;6;5;7=;8;7;4;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1714;Trifolium fra. fragiferum;Trifolium;méditerranéen;hsto;6;spring;9;entomogame;zoochore;7;7;7
Trifolium glomeratum;Triglom;0.053092401;Trifolium glomeratum L.;no;no;no;;therophyte;test;NA;0.05;0.3;NA;0.076666667;0.379166667;5;7;3;entomogame;épizoochore;8;7;3;3;3;3;trifolium glomeratum;esp;3155;69123;08/3.0.1.1;Trifolium glomeratum L.;méditerranéen-atlantique;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;rose;0;05-juil;0;0;test;thérophytaie;annuelles des tonsures acidophiles. thermophiles. mésoméditerranéennes;Tolpido barbatae - Tuberarienalia guttatae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1725;Trifolium glomeratum;Trifolium;méditerranéen;test;5;spring;7;entomogame;zoochore;NA;NA;NA
Trifolium hybridum;Trihybr;0.032456502;Trifolium hybridum L.;no;no;no;;hemicryptophyte;heri;27.49554207;0.05;0.8;NA;NA;0.7;5;6;2;entomogame;épizoochore;8;5;6;7;7;6;ambiguous;esp;14824;69136;12/1.2.1.1.2;Trifolium hybridum L.;européen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;blanc. rose;0;0;0;0;heri;hémicryptophytaie;prairies hygrophiles fauchées. boréales à centro-européennes;Alopecurion pratensis ;0;0;0;0;8;5;6;7;7;7;6;0;3;8;7;6;5;6;7;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;14997;Trifolium hybridum;Trifolium;européen;heri;NA;NA;NA;entomogame;zoochore;6;8;7
Trifolium incarnatum;Triinca;0.018767911;Trifolium incarnatum L.;no;no;no;;therophyte;test;26.985;0.1;0.3;NA;0.377777778;3.125294118;3;6;4;entomogame. autogame;épizoochore;8;8;4;5;4;7;trifolium incarnatum;esp;14825;69142;13/3.0.1.0.2;Trifolium incarnatum L.;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame. autogame;gousse;épizoochore;rose;0;0;0;0;test;thérophytaie;annuelles commensales des cultures sarclées acidophiles. mésohydriques. des sols sableux;Digitario sanguinalis - Setarion viridis;0;0;0;0;8;8;4;4;5;4;7;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;15518;Trifolium incarnatum;Trifolium;méditerranéen;test;NA;NA;NA;mixed;zoochore;7;8;5
Trifolium lappaceum;Trilapp;0.023005105;Trifolium lappaceum L.;no;no;no;;therophyte;test;NA;0.05;0.2;NA;NA;0.785;5;7;3;entomogame;épizoochore;8;8;3;7;6;5;trifolium lappaceum;esp;3164;69174;12/1.2.3.0.2;Trifolium lappaceum L.;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;blanc;0;05-juil;0;0;test;hémicryptophytaie;prairies hygrophiles. thermophiles. subméditerranéennes. des sols tassés;Deschampsion mediae;0;0;0;0;8;8;3;7;7;6;5;0;2;8;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;12015;Trifolium lappaceum;Trifolium;méditerranéen;test;5;spring;7;entomogame;zoochore;5;8;7
Trifolium micranthum;Trimicr;0.018767911;Trifolium micranthum Viv.;no;no;no;;therophyte;test;30.37760784;0.1;0.3;NA;0.088571429;0.378461538;5;7;3;entomogame. autogame;épizoochore;8;7;4;6;3;3;trifolium micranthum;esp;3153;69212;08/3.0.1.1.3;Trifolium micranthum Viv.;méditerranéen-atlantique;racème capituliforme;hermaphrodite;0;entomogame. autogame;gousse;épizoochore;jaune;0;05-juil;0;0;test;thérophytaie;annuelles des tonsures acidophiles. thermophiles. mésoméditerranéennes. xérophiles. mésotrophiles;Vulpion ligusticae;Brachypodietalia distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;3;7~;x;x;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1712;Trifolium micranthum;Trifolium;méditerranéen;test;5;spring;7;mixed;zoochore;NA;NA;NA
Trifolium nigrescens;Trinigr;0.04197027;Trifolium nigrescens Viv. ;no;no;no;;therophyte;tver;NA;0.05;0.2;NA;0.91;0.5;3;6;4;entomogame;épizoochore;8;8;3;3;4;3;trifolium nigrescens;esp;30411;75419;08/3.0.1;Trifolium nigrescens Viv. ;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;blanc;0;0;0;0;tver;thérophytaie;annuelles des tonsures acidophiles. mésothermes à thermophiles;Tuberarietalia guttatae;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;7559;Trifolium nigrescens (doublon);Trifolium;méditerranéen;tver;NA;NA;NA;entomogame;zoochore;NA;NA;NA
Trifolium pratense;Triprat;0.292708612;Trifolium pratense L.;no;no;no;;hemicryptophyte;heri;22.99031084;0.1;0.7;NA;0.326900351;1.536438356;4;10;7;entomogame;épizoochore;7;5;5;5;5;6;trifolium pratense;esp;14832;69291;12/1.;Trifolium pratense L.;eurasiatique;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;rose;0;0;0;0;heri;hémicryptophytaie;prairies européennes mésotrophiles à eutrophiles;Agrostio stoloniferae - Arrhenatheretea elatioris subsp. elatioris;0;0;0;0;7;5;5;5;5;5;6;0;3;3;7;x;3;5;x;x;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;7682;Trifolium pratense (doublon);Trifolium;eurasiatique;heri;NA;NA;NA;entomogame;zoochore;6;7;5
Trifolium repens;Trirepe;0.517048945;Trifolium repens L.;no;no;no;;hemicryptophyte;hsto;29.174239;0.03;0.3;1;0.161059259;0.532636364;4;9;6;entomogame;épizoochore;7;5;5;5;5;6;trifolium repens;esp;14834;69341;12/1.1.3;Trifolium repens L.;eurasiatique;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;blanc;0;0;0;0;hsto;hémicryptophytaie;prairies mésohydriques européennes. pâturées. planitaires à montagnardes;Trifolio repentis - Cynosuretalia cristati;0;0;0;0;7;5;5;5;5;5;6;1;3;3;8;x;x;5;6;6;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;14960;Trifolium repens;Trifolium;eurasiatique;hsto;NA;NA;NA;entomogame;zoochore;6;7;5
Trifolium resupinatum;Triresu;0.018767911;Trifolium resupinatum L. ;no;no;no;;therophyte;tver;34.60588341;0.05;0.6;NA;NA;1.3;4;6;3;entomogame;épizoochore;8;7;3;7;6;7;ambiguous;esp;14836;69359;04/6.;Trifolium resupinatum L. ;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;rose;0;0;0;0;tver;thérophytaie;friches annuelles hygrophiles à hydrophiles. eutrophiles. pionnières. eurasiatiques;Bidentetea tripartitae;0;0;0;0;8;7;3;7;7;6;7;1;2;3;8;7;3;6~;7;5;2;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1715;Trifolium resupinatum;Trifolium;méditerranéen;tver;NA;NA;NA;entomogame;zoochore;7;8;7
Trifolium scabrum;TRISCAB;0.026542458;Trifolium scabrum L.;no;no;no;;therophyte;test;NA;0.05;0.2;NA;NA;0.78;3;6;4;entomogame;épizoochore;9;9;3;2;9;1;ambiguous;esp;14837;69388;08/4.;Trifolium scabrum L.;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame;gousse;épizoochore;blanc;0;0;0;0;test;thérophytaie;annuelles des tonsures basophiles. européennes;Stipo capensis - Brachypodietea distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;3;2;9;1;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;7562;Trifolium scabrum (doublon);Trifolium;méditerranéen;test;NA;NA;NA;entomogame;zoochore;NA;NA;NA
Trifolium subterraneum;Trisubt;0.016581051;Trifolium subterraneum L.;no;no;no;;therophyte;test;27.19597841;0.03;0.2;0.6;0.134285714;6.483055556;3;6;4;entomogame. autogame;épizoochore;8;7;4;3;4;3;trifolium subterraneum;esp;14841;69438;08/3.0.1;Trifolium subterraneum L.;méditerranéen;racème capituliforme;hermaphrodite;0;entomogame. autogame;gousse;épizoochore;blanc;0;0;0;0;test;thérophytaie;annuelles des tonsures acidophiles. mésothermes à thermophiles;Tuberarietalia guttatae;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Fabids;Fabales;0;Fabaceae;0;0;0;0;0;0;1717;Trifolium subterraneum;Trifolium;méditerranéen;test;NA;NA;NA;mixed;zoochore;NA;NA;NA
