ID_ENI;Codeconcat;Phi;ID_baseflor;weeds_annual_crops;weeds_market_crops;weeds_vineyards;other_status;biol_type_simpl;biol_type_baseflor;SLA_NA;Height_min;Height_max;Height_horiz;Height_mean;Seed_mass_NA;Flow_on;Flow_end;Flow_dur;pollination_mode;dispersal_mode;EIV_L;EIV_T;EIV_K;EIV_F;EIV_R;EIV_N;taxref.name;rang_taxinomique;N°_Taxinomique_BDNFF;N°_Nomenclatural_BDNFF;code_CATMINAT;NOM_SCIENTIFIQUE;CHOROLOGIE2;inflorescence;sexualité;ordre_maturation;pollinisation;fruit;dissémination;couleur_fleur;macule;floraison;type_ligneux;Hauteur_végétative_maximum_[m];TYPE_BIOLOGIQUE;FORMATION_VEGETALE;CARACTERISATION_ECOLOGIQUE_(HABITAT_OPTIMAL);INDICATION_PHYTOSOCIOLOGIQUE_CARACTERISTIQUE;INDICATION_CARACTERISTIQUE_TRANSGRESSIVE;INDICATION_DIFFERENTIELLE_1;INDICATION_DIFFERENTIELLE_2;INDICATION_DIFFERENTIELLE_3;Lumière;Température;Continentalité;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Niveau_trophique;Salinité;Texture;Matière_organique;Lichtzahl;Temperaturzahl;Kontinentalität;Feuchtzahl;Reaktionszahl;Nutrients;Salz;ROYAUME_[ou_subroyaume_?];EMBRANCHEMENT_[= division._phylum]_(-ophyta);SUBEMBRANCHEMENT_(-ophytina);CLASSE_(-opsida);SUBCLASSE_(-idae);Clade_intermédiaire;Clade_intermédiaire;Clade_intermédiaire;SUPERORDRE_(-anae);Clade_intermédiaire;ORDRE_(-ales);SUBORDRE_(ineae);FAMILLE;SUBFAMILLE_(-oideae);TRIBU_(-eae);SUBTRIBU_(-inae);SECTION;SUBSECTION;SERIE;PhytobaseID;Nom Phytobase;Genre;CHOROLOGIE;TYPE_BIOLOGIQUE;flowering_onset;flowering_onset_season;flowering_duration;pollination_syndrom;dispersal_syndrom;Ell_N;Ell_L;Ell_F
Allium porrum;Allporr;0.026542458;Allium porrum L.;no;no;no;;geophyte;gbul;NA;0.8;2;NA;NA;3.6;5;10;6;entomogame;barochore;8;6;5;5;5;8;verif;esp;6239;3151;13/2.0.1.0.3;Allium porrum L.;méditerranéen oriental;ombelle simple;hermaphrodite;0;entomogame;akène;barochore;blanc. rose;0;06-ao˚t;0;0;gbul;hémicryptophytaie;friches vivaces eutrophiles. mésohydriques. héliophiles;Arction lappae;0;0;0;0;8;6;5;6;5;5;8;0;2;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;12214;Allium porrum;Allium;méditerranéen;gbul;verif;verif;verif;verif;verif;verif;verif;verif
Allium roseum;Allrose;0.026542458;Allium roseum L.;no;no;no;;geophyte;gbul;NA;0.1;0.6;NA;NA;1.825;3;6;4;entomogame;barochore;7;8;4;4;8;7;ambiguous;esp;6240;3167;13/1.0.3.0.1;Allium roseum L.;méditerranéen;ombelle simple;hermaphrodite;0;entomogame;akène;barochore;rose;0;04-juin;0;0;gbul;géophytaie;friches vivaces rudérales pionnières. mésohydriques. commensales des cultures;Gageo pratensis - Allion schoenoprasi;0;0;0;0;7;8;4;4;4;8;7;0;3;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;12184;Allium roseum;Allium;méditerranéen;gbul;4;spring;6;entomogame;barochore;7;7;4
Allium rotundum;Allrotu;0.018767911;Allium rotundum L.;no;no;no;;geophyte;gbul;NA;0.4;1;NA;NA;1.16;5;7;3;entomogame. autogame;barochore;7;6;5;4;8;5;allium rotundum;esp;6247;3183;13/1.0.3.0.1;Allium rotundum L.;européen méridional;ombelle simple;hermaphrodite;protandre;entomogame. autogame;akène;barochore;rose;0;05-juil;0;0;gbul;géophytaie;friches vivaces rudérales pionnières. mésohydriques. commensales des cultures;Gageo pratensis - Allion schoenoprasi;0;0;0;0;7;6;5;4;4;8;5;0;4;2;7;7;6;4;8;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;665;Allium sco. rotundum;Allium;européen;gbul;5;spring;7;mixed;barochore;5;7;4
Allium sphaerocephalon;Allspha;0.032508503;Allium sphaerocephalon L. ;no;no;no;;geophyte;gbul;5.7;0.15;1;NA;0.411666667;1.4385;6;8;3;entomogame;barochore;9;5;5;4;8;3;allium sphaerocephalon;esp;8582;3228;08/1.0.4;Allium sphaerocephalon L. ;eurasiatique tempéré;ombelle simple;hermaphrodite;protandre;entomogame;akène;barochore;rose;0;06-ao˚t;0;0;gbul;hémicryptophytaie;pelouses des dalles basophiles. centro-européennes;Alysso montani - Sedetalia albi subsp. albi;0;0;0;0;9;0;0;0;0;0;0;0;0;0;9;8;5;3;8;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;13687;Allium sphaerocephalon;Allium;eurasiatique;gbul;6;spring;8;entomogame;barochore;NA;9;NA
Allium triquetrum;Alltriq;0.026542458;Allium triquetrum L.;no;no;no;;geophyte;gbul;29.215;0.15;0.5;NA;0.4;NA;3;5;3;entomogame;barochore;6;8;3;4;8;8;allium triquetrum;esp;6253;3268;13/1.0.1.0.5;Allium triquetrum L.;méditerranéen occidental;ombelle simple;hermaphrodite;0;entomogame;akène;barochore;blanc;0;03-mai;0;0;gbul;hémicryptophytaie;friches vivaces mésohydriques. thermophiles. euryméditerranéennes. hémihéliophiles;Allion triquetri;0;0;0;0;6;8;3;5;4;8;8;0;2;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;4492;Allium triquetrum;Allium;méditerranéen;gbul;3;winter;5;entomogame;barochore;8;6;4
Allium vineale;Allvine;0.088122821;Allium vineale L.;no;no;yes;;geophyte;gbul;18.70142857;0.15;1;NA;0.528571429;14.77;6;7;2;entomogame. autogame;barochore;7;5;5;5;7;7;allium vineale;esp;6256;3276;13/1.0.3.0.1;Allium vineale L.;européen;ombelle simple;hermaphrodite;protandre;entomogame. autogame;akène;barochore;blanc. rose;0;06-juil;0;0;gbul;géophytaie;friches vivaces rudérales pionnières. mésohydriques. commensales des cultures;Gageo pratensis - Allion schoenoprasi;0;0;0;0;7;5;5;4;5;7;7;0;3;3;5;7;3;4;x;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Amaryllidaceae;0;0;0;0;0;0;666;Allium vineale;Allium;européen;gbul;6;spring;7;mixed;barochore;7;7;5
Alopecurus geniculatus;Alogeni;0.037538468;Alopecurus geniculatus L.;no;no;no;;hemicryptophyte;hsto(test);27.581;0.15;0.6;NA;0.37;0.299285714;5;8;4;anemogame;barochore;8;5;5;8;5;5;alopecurus geniculatus;esp;6619;3427;12/1.2.2;Alopecurus geniculatus L.;cosmopolite;épi d'épillets;hermaphrodite;protogyne;anemogame;caryopse;barochore;vert. bleu;0;05-ao˚t;0;0;hsto(test);hémicryptophytaie;prairies hydrophiles européennes;Eleocharitetalia palustris;0;0;0;0;8;5;5;9;8;5;5;0;4;8;9;6;3;8=;7;7;2;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;215;Alopecurus geniculatus;Alopecurus;cosmopolite;hsto(test);5;spring;8;anemogame;barochore;5;8;8
Alopecurus myosuroides;Alomyos;-0.103583826;Alopecurus myosuroides Huds.;yes;no;no;;therophyte;test;27.00857143;0.1;0.6;NA;0.53375;1.691666667;4;7;4;anemogame;barochore;8;5;5;5;6;7;alopecurus myosuroides;esp;6620;3461;13/3.0.2.0.1;Alopecurus myosuroides Huds.;circumboréal;épi d'épillets;hermaphrodite;protogyne;anemogame;caryopse;barochore;vert. bleu;0;04-juil;0;0;test;thérophytaie;annuelles commensales des moissons basophiles. mésothermes;Caucalidion platycarpi;0;0;0;0;8;5;5;5;5;6;7;0;2;2;6;6;3;5;7;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;212;Alopecurus myosuroides;Alopecurus;Archeophyt;test;4;spring;7;anemogame;barochore;7;8;5
Alopecurus pratensis;Aloprat;0.111121256;Alopecurus pratensis L. ;no;no;no;;hemicryptophyte;Hces;22.44235294;0.3;1.2;NA;0.668067839;0.8088;5;7;3;anemogame;barochore;7;5;5;7;6;7;alopecurus pratensis;esp;29941;74949;12/1.2.1.1;Alopecurus pratensis L. ;eurasiatique;épi d'épillets;hermaphrodite;protandre;anemogame;caryopse;barochore;vert;0;05-juil;0;0;Hces;hémicryptophytaie;prairies hygrophiles. médio-européennes. mésothermes;Loto pedunculati - Cardaminenalia pratensis subsp. pratensis;0;0;0;0;7;5;5;7;7;6;7;0;2;8;6;x;5;6;6;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;7699;Alopecurus pratensis (doublon);Alopecurus;eurasiatique;Hces;5;spring;7;anemogame;barochore;7;7;7
Althaea cannabina;Altcann;0.018767911;Althaea cannabina L.;no;no;no;;geophyte;Grhi;NA;0.8;2.5;NA;NA;5.49;6;9;4;entomogame;barochore;8;6;4;5;6;7;althaea cannabina;esp;3802;3729;13/1.0.2;Althaea cannabina L.;européen méridional;racème de cymes bipares;hermaphrodite;0;entomogame;capsule;barochore;rose;0;06-sept;0;0;Grhi;hémicryptophytaie;friches vivaces mésoxérophiles. médio-européennes;Onopordetalia acanthii subsp. acanthii;0;(Humulo lupuli - Sambucion nigrae);0;0;8;6;4;4;5;6;7;0;4;2;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Malvales;0;Malvaceae;0;0;0;0;0;0;12125;Althaea cannabina;Althaea;européen;Grhi;6;spring;9;entomogame;barochore;7;8;5
Althaea officinalis;Altoffi;0.011237023;Althaea officinalis L.;no;no;no;;geophyte;Grhi(Heri);23.545;0.6;1.5;NA;0.915555556;8.305714286;6;9;4;entomogame. autogame;épizoochore;7;6;3;7;8;5;althaea officinalis;esp;3806;3752;05/2.0.2.0.2;Althaea officinalis L.;eurasiatique méridional;racème de cymes bipares;hermaphrodite;protandre;entomogame. autogame;capsule;épizoochore;blanc;0;06-sept;0;0;Grhi(Heri);hémicryptophytaie;mégaphorbiaies planitiaires oligohalines. des estuaires atlantiques et salines continentales;Convolvulo sepium - Althaeion officinalis;0;0;0;0;7;6;3;7;7;8;5;2;1;8;6;7;6;7=;8;4;2;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Malvales;0;Malvaceae;0;0;0;0;0;0;2012;Althaea officinalis;Althaea;eurasiatique;Grhi(Heri);6;spring;9;mixed;zoochore;5;7;7
Alyssum alyssoides;Alyalys;0.026542458;Alyssum alyssoides (L.) L.;no;no;no;;therophyte;tver(hbis);13.896;0.03;0.2;NA;0.140686255;0.552714545;4;6;3;entomogame;anémochore;9;6;4;3;8;1;alyssum alyssoides;esp;1471;3783;08/4.0.2;Alyssum alyssoides (L.) L.;eurasiatique;racème simple;hermaphrodite;0;entomogame;silique;anémochore;jaune;0;04-juin;0;0;tver(hbis);thérophytaie;annuelles des tonsures basophiles. aéromésohydriques. méso à subméditerranéennes;Brachypodietalia distachyi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;4;3;8;1;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Rosids;Rosanae;Malvids;Brassicales;0;Brassicaceae;0;0;0;0;0;0;1317;Alyssum alyssoides;Alyssum;eurasiatique;tver(hbis);4;spring;6;entomogame;anémochore;NA;NA;NA
Amaranthus albus;Amaalbu;-0.016619119;Amaranthus albus L.;no;no;no;;therophyte;test;NA;0.1;0.6;NA;0.46;0.353333333;7;10;4;anemogame;épizoochore;8;8;6;4;7;7;amaranthus albus;esp;31;3905;13/4.0.3;Amaranthus albus L.;introduit (Amér. du nord);panicule spiciforme;polygame;0;anemogame;pyxide;épizoochore;vert;0;07-oct;0;0;test;thérophytaie;friches annuelles. nitrophiles. thermophiles. euryméditerranéennes;Chenopodietalia muralis;0;0;0;0;8;8;6;3;4;7;7;1;3;3;8;8;6;2;x;7;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Amaranthaceae;0;0;0;0;0;0;938;Amaranthus albus;Amaranthus;Neophyt;test;7;summer;10;anemogame;zoochore;7;8;4
Amaranthus deflexus;Amadefl;0.003915199;Amaranthus deflexus L.;no;no;no;;therophyte;Test;NA;0.1;0.8;NA;0.4;0.494;6;10;5;anemogame;barochore;8;7;5;4;7;7;amaranthus deflexus;esp;39;3944;13/4.0.3;Amaranthus deflexus L.;cosmopolite;panicule spiciforme;polygame;0;anemogame;akène;barochore;vert. rose;0;06-oct;0;0;Test;thérophytaie;friches annuelles. nitrophiles. thermophiles. euryméditerranéennes;Chenopodietalia muralis;0;(Polycarpion tetraphylli);0;0;8;7;5;4;4;7;7;0;3;3;8;9;?;4;7;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Amaranthaceae;0;0;0;0;0;0;939;Amaranthus deflexus;Amaranthus;Neophyt;Test;6;spring;10;anemogame;barochore;7;8;4
Amaranthus hybridus;Amahybr;0.020639959;Amaranthus hybridus L. ;yes;yes;yes;;therophyte;Test;NA;0.1;1.5;NA;NA;0.56;7;10;4;anemogame;épizoochore;8;8;5;4;7;7;ambiguous;esp;8593;3964;13/4.0.3;Amaranthus hybridus L. ;cosmopolite;panicule spiciforme;polygame;0;anemogame;0;0;0;0;0;0;0;Test;thérophytaie;friches annuelles. nitrophiles. thermophiles. euryméditerranéennes;Chenopodietalia muralis;0;0;0;0;8;8;5;3;4;7;7;1;3;3;8;8;5;4;7;7;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Amaranthaceae;0;0;0;0;0;0;7777;Amaranthus hybridus (doublon);Amaranthus;Neophyt;Test;NA;NA;NA;anemogame;NA;7;8;4
Amaranthus retroflexus;Amaretr;-0.101815253;Amaranthus retroflexus L.;yes;yes;yes;;therophyte;Test;16.25307692;0.1;1.2;NA;1.161875;0.4045;7;10;4;anemogame;épizoochore;8;7;5;4;7;7;amaranthus retroflexus;esp;49;4009;13/4.0.1;Amaranthus retroflexus L.;cosmopolite;panicule spiciforme;polygame;0;anemogame;pyxide;épizoochore;vert;0;07-oct;0;0;Test;thérophytaie;friches annuelles médio-européennes. subnitrophiles à nitrophiles;Sisymbrietalia officinalis;0;0;0;0;8;7;5;3;4;7;7;1;3;3;8;7;6;4;7;7;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;0;Caryophyllanae;0;Caryophyllales;0;Amaranthaceae;0;0;0;0;0;0;935;Amaranthus retroflexus;Amaranthus;Neophyt;Test;7;summer;10;anemogame;zoochore;7;8;4
Ambrosia artemisiifolia;Ambarte;-0.009410454;Ambrosia artemisiifolia L.;yes;no;no;;therophyte;Test;24.81555556;0.2;1.5;NA;0.742592593;3.996;8;9;2;anemogame;épizoochore;9;6;4;4;8;6;ambrosia artemisiifolia;esp;383;4066;13/4.0.1;Ambrosia artemisiifolia L.;introduit (Amér. du nord);épi de capitules;monoïque;0;anemogame;akène;épizoochore;vert;0;08-sept;0;0;Test;thérophytaie;friches annuelles médio-européennes. subnitrophiles à nitrophiles;Sisymbrietalia officinalis;0;0;0;0;9;6;4;4;4;8;6;0;3;3;9;7;?;4;8;6;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3032;Ambrosia artemisiifolia;Ambrosia;Neophyt;Test;8;summer;9;anemogame;zoochore;6;9;4
Ammi majus;Ammmaju;-0.032463288;Ammi majus L. ;yes;no;no;;therophyte;test;34.44333333;0.3;1;NA;0.65;0.571111111;7;9;3;entomogame;barochore;7;8;3;4;8;7;ammi majus;esp;8595;4123;13/3.0.2;Ammi majus L. ;méditerranéen;ombelle d'ombellules;hermaphrodite;0;entomogame;akène;barochore;blanc;0;07-sept;0;0;test;thérophytaie;annuelles commensales des cultures basophiles;Papaveretalia rhoeadis;0;0;0;0;7;8;3;4;4;8;7;0;3;2;7;8;3;4~;8;7;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;2197;Ammi majus;Ammi;méditerranéen;test;7;summer;9;entomogame;barochore;7;7;4
Anacamptis pyramidalis;Anapyra;0.026542458;Anacamptis pyramidalis (L.) Rich.;no;no;no;;geophyte;gtub;45;0.2;0.6;NA;0.424;0.0007263;5;7;3;entomogame;anémochore;8;6;3;4;9;3;anacamptis pyramidalis;esp;8600;4321;09/3.1.2;Anacamptis pyramidalis (L.) Rich.;européen méridional;épi simple;hermaphrodite;0;entomogame;capsule;anémochore;rose;0;05-juil;0;0;gtub;hémicryptophytaie;pelouses basophiles médio-européennes occidentales. mésohydriques à mésohygroclines;Bromopsidetalia erectae;0;0;0;0;8;6;3;4;4;9;3;0;3;2;8;7;2;3;9;2;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;0;0;0;Asparagales;0;Orchidaceae;0;0;0;0;0;0;7595;Anacamptis pyramidalis (doublon);Anacamptis;européen;gtub;5;spring;7;entomogame;anémochore;3;8;4
Andryala integrifolia;Andinte;0.061786454;Andryala integrifolia L.;no;no;no;;therophyte;test(hbis);NA;0.2;0.8;NA;NA;0.187142857;7;9;3;entomogame;épizoochore;6;7;4;5;6;6;andryala integrifolia;esp;395;4699;13/4.0.3.0.1;Andryala integrifolia L.;méditerranéen(eury)-atlantique(eury);épi de capitules;hermaphrodite;0;entomogame;akène;épizoochore;jaune;0;07-sept;0;0;test(hbis);thérophytaie;friches annuelles. nitrophiles. thermophiles. estivales. mésohydriques;Chenopodion muralis;0;0;0;0;6;7;4;5;5;6;6;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3325;Andryala integrifolia;Andryala;méditerranéen;test(hbis);7;summer;9;entomogame;zoochore;6;6;5
Angelica sylvestris;Angsylv;0.037538468;Angelica sylvestris L. ;no;no;no;;hemicryptophyte;Hbis;26.93231906;0.8;3;NA;NA;2.38;7;9;3;entomogame;hydrochore;5;5;4;7;5;5;verif;esp;8614;4948;05/2.;Angelica sylvestris L. ;eurasiatique;ombelle d'ombellules;androdioïque;protandre;entomogame;akène;hydrochore;blanc;0;07-sept;0;0;Hbis;hémicryptophytaie;mégaphorbiaies hygrophiles. planitiaires-collinéennes à montagnardes;Filipendulo ulmariae - Convolvuletea sepium;0;0;0;0;5;5;4;8;7;5;5;0;1;8;7;x;4;8;x;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Apiales;0;Apiaceae;0;0;0;0;0;0;7481;Angelica sylvestris (doublon);Angelica;eurasiatique;Hbis;verif;verif;verif;verif;verif;verif;verif;verif
Anisantha diandra;Anidian;0.111726838;Anisantha diandra (Roth) Tutin ex Tzvelev;no;no;no;;therophyte;tver;NA;0.2;1;NA;NA;11.448;5;6;2;anemogame;épizoochore;8;6;6;3;8;7;anisantha diandra;esp;8831;4964;13/4.0.2;Anisantha diandra (Roth) Tutin ex Tzvelev;européen méridional;panicule d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;vert. rose;0;05-juin;0;0;tver;thérophytaie;friches annuelles. méso-eutrophiles à eutrophiles. méditerranéo-atlantiques. vernales;Brometalia rubenti - tectorum;0;0;0;0;8;6;6;3;3;8;7;0;3;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;4519;Bromus diandrus;Anisantha;européen;tver;5;spring;6;anemogame;zoochore;7;8;3
Anisantha madritensis;Animadr;0.134187411;Anisantha madritensis (L.) Nevski;no;no;no;;therophyte;tver;39.75107013;0.1;0.6;NA;NA;5.77;5;7;3;anemogame;épizoochore;7;7;4;3;8;7;anisantha madritensis;esp;6708;4967;13/4.0.2;Anisantha madritensis (L.) Nevski;méditerranéen-atlantique;panicule d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;rose;0;05-juil;0;0;tver;thérophytaie;friches annuelles. méso-eutrophiles à eutrophiles. méditerranéo-atlantiques. vernales;Brometalia rubenti - tectorum;0;0;0;0;7;7;4;2;3;8;7;0;4;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;369;Bromus madritensis;Anisantha;méditerranéen;tver;5;spring;7;anemogame;zoochore;7;7;3
Anisantha rubens;Anirube;0.026542458;Anisantha rubens (L.) Nevski;no;no;no;;therophyte;tver;NA;0.1;0.5;NA;NA;2.8;5;6;2;anemogame;épizoochore;7;8;3;3;8;7;anisantha rubens;esp;6715;4971;13/4.0.2;Anisantha rubens (L.) Nevski;méditerranéen;panicule d'épillets;hermaphrodite;0;anemogame;caryopse;épizoochore;rose;0;05-juin;0;0;tver;thérophytaie;friches annuelles. méso-eutrophiles à eutrophiles. méditerranéo-atlantiques. vernales;Brometalia rubenti - tectorum;0;0;0;0;7;8;3;2;3;8;7;0;4;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;12351;Bromus rubens;Anisantha;méditerranéen;tver;5;spring;6;anemogame;zoochore;7;7;3
Anisantha sterilis;Anister;0.298136147;Anisantha sterilis (L.) Nevski;yes;no;no;;therophyte;Test(Hbis);33.6446458;0.15;1;NA;NA;9.5;5;8;4;anemogame;épizoochore;7;6;5;4;6;8;anisantha sterilis;esp;6720;4972;13/4.;Anisantha sterilis (L.) Nevski;eurasiatique méridional;panicule d'épillets;hermaphrodite;protandre;anemogame;caryopse;épizoochore;vert;0;05-ao˚t;0;0;Test(Hbis);thérophytaie;friches annuelles rudérales. européennes;Sisymbrietea officinalis;0;(Bromo sterilis - Cardaminetalia hirsutae);0;0;7;6;5;4;4;6;8;0;3;2;7;6;4;4;x;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;366;Bromus sterilis;Anisantha;eurasiatique;Test(Hbis);5;spring;8;anemogame;zoochore;8;7;4
Anisantha tectorum;Anitect;0.018767911;Anisantha tectorum (L.) Nevski;no;no;no;;therophyte;test;34.76597553;0.1;0.6;NA;NA;3;5;8;4;anemogame;épizoochore;8;6;5;4;8;6;anisantha tectorum;esp;6721;4973;13/4.;Anisantha tectorum (L.) Nevski;eurasiatique méridional;panicule d'épillets;hermaphrodite;protandre;anemogame;caryopse;épizoochore;vert. rose;0;05-ao˚t;0;0;test;thérophytaie;friches annuelles rudérales. européennes;Sisymbrietea officinalis;0;(Sileno conicae - Cerastion semidecandri);0;0;8;6;5;4;4;8;6;0;3;2;8;6;7;3;8;4;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;367;Bromus tectorum;Anisantha;eurasiatique;test;5;spring;8;anemogame;zoochore;6;8;4
Anthemis arvensis;Antarve;-0.025635878;Anthemis arvensis L.;yes;no;no;;therophyte;test;23.425;0.1;0.5;NA;0.288461538;0.686428571;4;10;7;entomogame. autogame;barochore;7;6;5;5;4;6;anthemis arvensis;esp;8615;5048;13/3.0.1;Anthemis arvensis L.;eurasiatique;corymbe de capitules;gynomonoïque;protandre;entomogame. autogame;akène;barochore;blanc. jaune;0;0;0;0;test;thérophytaie;annuelles commensales des cultures acidophiles;Sperguletalia arvensis;0;0;0;0;7;6;5;5;5;4;6;0;4;3;0;0;0;0;0;0;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;15507;Anthemis arvensis;Anthemis;eurasiatique;test;NA;NA;NA;mixed;barochore;6;7;5
Anthemis cotula;Antcotu;-0.010968603;Anthemis cotula L.;yes;no;no;;therophyte;test;22.4;0.2;0.8;NA;NA;0.43;6;9;4;entomogame. autogame;barochore;7;6;4;4;4;5;verif;esp;405;5077;13/3.;Anthemis cotula L.;eurasiatique méridional;corymbe de capitules;gynomonoïque;protandre;entomogame. autogame;akène;barochore;jaune;0;06-sept;0;0;test;thérophytaie;annuelles commensales des cultures;Stellarietea mediae;0;0;0;0;7;6;4;5;4;4;5;0;4;2;7;6;3;4;x;5;0;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Eudicots;core Eudicots;Asterids;Asteranae;Campanulids;Asterales;0;Asteraceae;0;0;0;0;0;0;3164;Anthemis cotula;Anthemis;eurasiatique;test;verif;verif;verif;verif;verif;verif;verif;verif
Anthoxanthum odoratum;Antodor;0.138087462;Anthoxanthum odoratum L. ;no;no;no;;hemicryptophyte;hces;26.61761291;0.1;0.8;NA;0.343472654;0.458529412;4;7;4;anemogame;épizoochore;7;5;5;5;4;4;anthoxanthum odoratum;esp;8622;5194;09/1.;Anthoxanthum odoratum L. ;holarctique;panicule d'épillets;hermaphrodite;protogyne;anemogame;caryopse;épizoochore;jaune;0;04-juil;0;0;hces;hémicryptophytaie;pelouses acidophiles médio-européennes à boréo-subalpines;Nardetea strictae;0;0;0;0;7;5;5;5;5;4;4;0;4;4;x;x;x;x;5;x;1;Chlorobionta;Charophyta;Streptophytina;Equisetopsida;Magnoliidae;Monocots;0;Commelinids;Lilianae;0;Poales;0;Poaceae;0;0;0;0;0;0;7644;Anthoxanthum odoratum (doublon);Anthoxanthum;holarctique;hces;4;spring;7;anemogame;zoochore;4;7;5
