"nom_eni","nom_eni_fusion_trait","NOM_VALIDE","CD_NOM","CD_REF","GROUP2_INPN","ORDRE","FAMILLE","SOUS_FAMILLE","TRIBU","nom_eni_syn"
"Acer campestre","Acer campestre","Acer campestre L., 1753",79734,79734,"Angiospermes","Sapindales","Sapindaceae","Hippocastanoideae","Acereae","Acer campestre"
"Acer pseudoplatanus","Acer pseudoplatanus","Acer pseudoplatanus L., 1753",79783,79783,"Angiospermes","Sapindales","Sapindaceae","Hippocastanoideae","Acereae","Acer pseudoplatanus"
"Achillea millefolium","Achillea millefolium","Achillea millefolium L., 1753",79908,79908,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Achillea millefolium"
"Achillea ligustica","Achillea ligustica","Achillea ligustica All., 1773",79903,79903,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Achillea ligustica"
"Aegilops geniculata","Aegilops geniculata","Aegilops geniculata Roth, 1797",80278,80278,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Aegilops geniculata"
"Aegopodium podagraria","Aegopodium podagraria","Aegopodium podagraria L., 1753",80322,80322,"Angiospermes","Apiales","Apiaceae","Apioideae","Careae","Aegopodium podagraria"
"Aethusa cynapium","Aethusa cynapium","Aethusa cynapium L., 1753",80358,80358,"Angiospermes","Apiales","Apiaceae","Apioideae","Selineae","Aethusa cynapium"
"Agrimonia eupatoria","Agrimonia eupatoria","Agrimonia eupatoria L., 1753",80410,80410,"Angiospermes","Rosales","Rosaceae","Rosoideae","Agrimonieae","Agrimonia eupatoria"
"Elytrigia repens","Elytrigia repens","Elytrigia repens (L.) Desv. ex Nevski, 1934",96046,96046,"Angiospermes","Poales","Poaceae","Pooideae","Triticeae","Elytrigia repens"
"Agrostemma githago","Agrostemma githago","Agrostemma githago L., 1753",80546,80546,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Agrostemma githago"
"Agrostis capillaris","Agrostis capillaris","Agrostis capillaris L., 1753",80591,80591,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Agrostis capillaris"
"Agrostis stolonifera","Agrostis stolonifera","Agrostis stolonifera L., 1753",80759,80759,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Agrostis stolonifera"
"Agrostis canina","Agrostis canina","Agrostis canina L., 1753 [nom. et typ. cons.]",80590,80590,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Agrostis canina"
"Agrostis curtisii","Agrostis curtisii","Agrostis curtisii Kerguélen, 1976",80605,80605,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Agrostis curtisii"
"Agrostis gigantea","Agrostis gigantea","Agrostis gigantea Roth, 1788",80639,80639,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Agrostis gigantea"
"Aira caryophyllea","Aira caryophyllea","Aira caryophyllea L., 1753",80857,80857,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Aira caryophyllea"
"Aira cupaniana","Aira cupaniana","Aira cupaniana Guss., 1843",80864,80864,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Aira cupaniana"
"Ajuga reptans","Ajuga reptans","Ajuga reptans L., 1753",80990,80990,"Angiospermes","Lamiales","Lamiaceae","Ajugoideae","","Ajuga reptans"
"Alliaria petiolata","Alliaria petiolata","Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913",81295,81295,"Angiospermes","Brassicales","Brassicaceae","","","Alliaria petiolata"
"Allium vineale","Allium vineale","Allium vineale L., 1753",81544,81544,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium vineale"
"Allium oleraceum","Allium oleraceum","Allium oleraceum L., 1753",81457,81457,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium oleraceum"
"Allium polyanthum","Allium polyanthum","Allium ampeloprasum L., 1753",81480,81313,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium ampeloprasum"
"Allium polyanthum","Allium polyanthum","Allium polyanthum Schult. & Schult.f., 1830",81479,81479,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium polyanthum"
"Allium porrum","Allium porrum","Allium porrum L., 1753",81483,81483,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium porrum"
"Allium roseum","Allium roseum","Allium narcissiflorum Vill., 1779",81500,81443,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium narcissiflorum"
"Allium roseum","Allium roseum","Allium roseum L., 1753",81499,81499,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium roseum"
"Allium roseum","Allium roseum","Allium schoenoprasum L., 1753",934266,81508,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium schoenoprasum"
"Allium rotundum","Allium rotundum","Allium rotundum L., 1762",81501,81501,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium rotundum"
"Allium sativum","Allium sativum","Allium sativum L., 1753",81505,81505,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium sativum"
"Allium sphaerocephalon","Allium sphaerocephalon","Allium sphaerocephalon L., 1753",81520,81520,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium sphaerocephalon"
"Allium triquetrum","Allium triquetrum","Allium triquetrum L., 1753",81538,81538,"Angiospermes","Asparagales","Amaryllidaceae","Allioideae","Allieae","Allium triquetrum"
"Alopecurus myosuroides","Alopecurus myosuroides","Alopecurus myosuroides Huds., 1762",81648,81648,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Alopecurus myosuroides"
"Alopecurus geniculatus","Alopecurus geniculatus","Alopecurus geniculatus L., 1753",81637,81637,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Alopecurus geniculatus"
"Alopecurus pratensis","Alopecurus pratensis","Alopecurus pratensis L., 1753",81656,81656,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Alopecurus pratensis"
"Althaea cannabina","Althaea cannabina","Althaea cannabina L., 1753",81837,81837,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Althaea cannabina"
"Althaea officinalis","Althaea officinalis","Althaea officinalis L., 1753",81856,81856,"Angiospermes","Malvales","Malvaceae","Malvoideae","Malveae","Althaea officinalis"
"Alyssum alyssoides","Alyssum alyssoides","Alyssum alyssoides (L.) L., 1759",81878,81878,"Angiospermes","Brassicales","Brassicaceae","","","Alyssum alyssoides"
"Amaranthus hybridus","Amaranthus hybridus","Amaranthus hybridus L., 1753",81992,81992,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus hybridus"
"Amaranthus hybridus","Amaranthus hybridus","Amaranthus powellii S.Watson, 1875",81993,82015,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus powellii"
"Amaranthus albus","Amaranthus albus","Amaranthus albus L., 1759",81955,81955,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus albus"
"Amaranthus blitum","Amaranthus blitum","Amaranthus blitum L., 1753",81966,81966,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus blitum"
"Amaranthus blitum","Amaranthus blitum","Amaranthus blitum subsp. emarginatus (Salzm. ex Uline & W.L.Bray) Carretero, Muñoz Garm. & Pedrol, 1987",81965,131286,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus blitum"
"Amaranthus blitum","Amaranthus blitum","Amaranthus graecizans subsp. silvestris (Vill.) Brenan, 1961",81964,131292,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus graecizans"
"Amaranthus deflexus","Amaranthus deflexus","Amaranthus deflexus L., 1771",81978,81978,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus deflexus"
"Amaranthus retroflexus","Amaranthus retroflexus","Amaranthus retroflexus L., 1753",82018,82018,"Angiospermes","Caryophyllales","Amaranthaceae","Amaranthoideae","Amarantheae","Amaranthus retroflexus"
"Ambrosia artemisiifolia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L., 1753",82080,82080,"Angiospermes","Asterales","Asteraceae","Asteroideae","Heliantheae","Ambrosia artemisiifolia"
"Ammi majus","Ammi majus","Ammi majus L., 1753",82130,82130,"Angiospermes","Apiales","Apiaceae","Apioideae","Apieae","Ammi majus"
"Anacamptis pyramidalis","Anacamptis pyramidalis","Anacamptis pyramidalis (L.) Rich., 1817",82288,82288,"Angiospermes","Asparagales","Orchidaceae","Orchidoideae","Orchideae","Anacamptis pyramidalis"
"Andryala integrifolia","Andryala integrifolia","Andryala integrifolia L., 1753",82562,82562,"Angiospermes","Asterales","Asteraceae","Cichorioideae","Cichorieae","Andryala integrifolia"
"Angelica sylvestris","Angelica sylvestris","Angelica sylvestris L., 1753",82738,82738,"Angiospermes","Apiales","Apiaceae","Apioideae","Selineae","Angelica sylvestris"
"Anthemis arvensis","Anthemis arvensis","Anthemis arvensis L., 1753",82817,82817,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Anthemis arvensis"
"Anthemis cotula","Anthemis cotula","Anthemis cotula L., 1753",82833,82833,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Anthemis cotula"
"Anthoxanthum odoratum","Anthoxanthum odoratum","Anthoxanthum odoratum L., 1753",82922,82922,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Anthoxanthum odoratum"
"Anthriscus caucalis","Anthriscus caucalis","Anthriscus caucalis M.Bieb., 1808",82931,82931,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Anthriscus caucalis"
"Anthriscus sylvestris","Anthriscus sylvestris","Anthriscus sylvestris (L.) Hoffm., 1814",82952,82952,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Anthriscus sylvestris"
"Apera spica-venti","Apera spica-venti","Apera spica-venti (L.) P.Beauv., 1812",83156,83156,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Apera spica-venti"
"Aphanes arvensis","Aphanes arvensis","Aphanes arvensis L., 1753",83159,83159,"Angiospermes","Rosales","Rosaceae","Rosoideae","Potentilleae","Aphanes arvensis"
"Arabidopsis thaliana","Arabidopsis thaliana","Arabidopsis thaliana (L.) Heynh., 1842",83272,83272,"Angiospermes","Brassicales","Brassicaceae","","","Arabidopsis thaliana"
"Arabis hirsuta","Arabis hirsuta","Arabis ciliata Clairv., 1811",83331,83303,"Angiospermes","Brassicales","Brassicaceae","","","Arabis ciliata"
"Arabis hirsuta","Arabis hirsuta","Arabis hirsuta (L.) Scop., 1772",83332,83332,"Angiospermes","Brassicales","Brassicaceae","","","Arabis hirsuta"
"Arctium minus","Arctium minus","Arctium minus (Hill) Bernh., 1800",83502,83502,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Arctium minus"
"Arctium lappa","Arctium lappa","Arctium lappa L., 1753",83499,83499,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Arctium lappa"
"Arenaria serpyllifolia","Arenaria serpyllifolia","Arenaria serpyllifolia L., 1753",83653,83653,"Angiospermes","Caryophyllales","Caryophyllaceae","","","Arenaria serpyllifolia"
"Arisarum vulgare","Arisarum vulgare","Arisarum vulgare O.Targ.Tozz., 1810",83755,83755,"Angiospermes","Alismatales","Araceae","Aroideae","Arisareae","Arisarum vulgare"
"Aristolochia clematitis","Aristolochia clematitis","Aristolochia clematitis L., 1753",83777,83777,"Angiospermes","Piperales","Aristolochiaceae","","","Aristolochia clematitis"
"Arrhenatherum elatius subsp. elatius","Arrhenatherum elatius","Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819",83912,83912,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Arrhenatherum elatius"
"Arrhenatherum elatius subsp. bulbosum","Arrhenatherum elatius","Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819",83912,83912,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Arrhenatherum elatius"
"Artemisia vulgaris","Artemisia vulgaris","Artemisia vulgaris L., 1753",84061,84061,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Artemisia vulgaris"
"Artemisia verlotiorum","Artemisia verlotiorum","Artemisia verlotiorum Lamotte, 1877",84057,84057,"Angiospermes","Asterales","Asteraceae","Asteroideae","Anthemideae","Artemisia verlotiorum"
"Arum italicum","Arum italicum","Arum italicum Mill., 1768",84110,84110,"Angiospermes","Alismatales","Araceae","Aroideae","Areae","Arum italicum"
"Arum maculatum","Arum maculatum","Arum maculatum L., 1753",84112,84112,"Angiospermes","Alismatales","Araceae","Aroideae","Areae","Arum maculatum"
"Asparagus officinalis","Asparagus officinalis","Asparagus officinalis L., 1753",84279,84279,"Angiospermes","Asparagales","Asparagaceae","Asparagoideae","","Asparagus officinalis"
"Asparagus acutifolius","Asparagus acutifolius","Asparagus acutifolius L., 1753",84264,84264,"Angiospermes","Asparagales","Asparagaceae","Asparagoideae","","Asparagus acutifolius"
"Asperula cynanchica","Asperula cynanchica","Asperula cynanchica L., 1753",84306,84306,"Angiospermes","Gentianales","Rubiaceae","Rubioideae","Rubieae","Asperula cynanchica"
"Astragalus pelecinus","Astragalus pelecinus","Biserrula pelecinus L., 1753",84881,86073,"Angiospermes","Fabales","Fabaceae","Papilionoideae","","Biserrula pelecinus"
"Atriplex patula","Atriplex patula","Atriplex patula L., 1753",85102,85102,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex patula"
"Atriplex prostrata","Atriplex prostrata","Atriplex prostrata Boucher ex DC., 1805",85112,85112,"Angiospermes","Caryophyllales","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex prostrata"
"Avena sativa gpe","Avena sativa","Avena sativa L., 1753",85357,85357,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Avena sativa"
"Avena barbata","Avena barbata","Avena barbata Pott ex Link, 1799",85208,85208,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Avena barbata"
"Avena barbata","Avena barbata","Avena barbata Pott ex Link, 1799",85207,85208,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Avena barbata"
"Avenula pratensis","Avenula pratensis","Helictochloa pratensis (L.) Romero Zarco, 2011",85438,717224,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Helictochloa pratensis"
"Avenula pubescens","Avenula pubescens","Avenula pubescens (Huds.) Dumort., 1868",85439,85439,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Avenula pubescens"
"Ballota nigra","Ballota nigra","Ballota nigra L., 1753",85502,85502,"Angiospermes","Lamiales","Lamiaceae","Lamioideae","Marrubieae","Ballota nigra"
"Barbarea intermedia","Barbarea intermedia","Barbarea intermedia Boreau, 1840",85536,85536,"Angiospermes","Brassicales","Brassicaceae","","","Barbarea intermedia"
"Bartsia trixago","Bartsia trixago","Bartsia trixago L., 1753",85617,85617,"Angiospermes","Lamiales","Orobanchaceae","","Rhinantheae","Bartsia trixago"
"Bellis perennis","Bellis perennis","Bellis perennis L., 1753",85740,85740,"Angiospermes","Asterales","Asteraceae","Asteroideae","Astereae","Bellis perennis"
"Berula erecta","Berula erecta","Berula erecta (Huds.) Coville, 1893",85798,85798,"Angiospermes","Apiales","Apiaceae","Apioideae","Oenantheae","Berula erecta"
"Beta vulgaris subsp. vulgaris","Beta vulgaris","Beta vulgaris L., 1753",85820,85820,"Angiospermes","Caryophyllales","Amaranthaceae","Betoideae","","Beta vulgaris"
"Beta vulgaris subsp. maritima","Beta vulgaris","Beta vulgaris L., 1753",85820,85820,"Angiospermes","Caryophyllales","Amaranthaceae","Betoideae","","Beta vulgaris"
"Betula pendula","Betula pendula","Betula pendula Roth, 1788",85903,85903,"Angiospermes","Fagales","Betulaceae","","","Betula pendula"
"Bidens tripartita","Bidens tripartita","Bidens tripartita L., 1753",85986,85986,"Angiospermes","Asterales","Asteraceae","Asteroideae","Coreopsideae","Bidens tripartita"
"Bituminaria bituminosa","Bituminaria bituminosa","Bituminaria bituminosa (L.) C.H.Stirt., 1981",86083,86083,"Angiospermes","Fabales","Fabaceae","Papilionoideae","Phaseoleae","Bituminaria bituminosa"
"Borago officinalis","Borago officinalis","Borago officinalis L., 1753",86156,86156,"Angiospermes","Boraginales","Boraginaceae","","","Borago officinalis"
"Brachypodium distachyon","Brachypodium distachyon","Brachypodium distachyon (L.) P.Beauv., 1812",86262,86262,"Angiospermes","Poales","Poaceae","Pooideae","Brachypodieae","Brachypodium distachyon"
"Brachypodium distachyon","Brachypodium distachyon","Brachypodium distachyon (L.) P.Beauv., 1812",162282,86262,"Angiospermes","Poales","Poaceae","Pooideae","Brachypodieae","Brachypodium distachyon"
"Brachypodium phoenicoides","Brachypodium phoenicoides","Brachypodium phoenicoides (L.) Roem. & Schult., 1817",86288,86288,"Angiospermes","Poales","Poaceae","Pooideae","Brachypodieae","Brachypodium phoenicoides"
"Brachypodium rupestre","Brachypodium rupestre","Brachypodium rupestre (Host) Roem. & Schult., 1817",86301,86301,"Angiospermes","Poales","Poaceae","Pooideae","Brachypodieae","Brachypodium rupestre"
"Brachypodium sylvaticum","Brachypodium sylvaticum","Brachypodium sylvaticum (Huds.) P.Beauv., 1812",86305,86305,"Angiospermes","Poales","Poaceae","Pooideae","Brachypodieae","Brachypodium sylvaticum"
"Brassica napus","Brassica napus","Brassica napus L., 1753",86399,86399,"Angiospermes","Brassicales","Brassicaceae","","","Brassica napus"
"Brassica nigra","Brassica nigra","Brassica nigra (L.) W.D.J.Koch, 1833",86400,86400,"Angiospermes","Brassicales","Brassicaceae","","","Brassica nigra"
"Briza media","Briza media","Briza media L., 1753",86490,86490,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Briza media"
"Briza minor","Briza minor","Briza minor L., 1753",86492,86492,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Briza minor"
"Bromus hordeaceus","Bromus hordeaceus","Bromus hordeaceus L., 1753",86634,86634,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus hordeaceus"
"Bromus hordeaceus","Bromus hordeaceus","Bromus hordeaceus subsp. thominei (Hardouin) Braun-Blanq., 1929",86633,132264,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus hordeaceus"
"Anisantha sterilis","Anisantha sterilis","Anisantha sterilis (L.) Nevski, 1934",82757,82757,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Anisantha sterilis"
"Anisantha diandra","Anisantha diandra","Anisantha diandra (Roth) Tutin ex Tzvelev, 1963",82750,82750,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Anisantha diandra"
"Bromus commutatus gpe","Bromus commutatus","Bromus commutatus Schrad., 1806",86571,86571,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus commutatus"
"Bromus arvensis","Bromus arvensis","Bromopsis erecta (Huds.) Fourr., 1869",86536,86512,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromopsis erecta"
"Bromus arvensis","Bromus arvensis","Bromus arvensis L., 1753",86537,86537,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus arvensis"
"Bromus arvensis","Bromus arvensis","Bromus racemosus L., 1762",86535,86732,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus racemosus"
"Ceratochloa cathartica","Ceratochloa cathartica","Ceratochloa cathartica (Vahl) Herter, 1940",90192,90192,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Ceratochloa cathartica"
"Bromopsis erecta","Bromopsis erecta","Bromopsis erecta (Huds.) Fourr., 1869",86512,86512,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromopsis erecta"
"Bromopsis inermis","Bromopsis inermis","Bromopsis inermis (Leyss.) Holub, 1973",86513,86513,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromopsis inermis"
"Anisantha madritensis","Anisantha madritensis","Anisantha madritensis (L.) Nevski, 1934",82753,82753,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Anisantha madritensis"
"Bromopsis ramosa","Bromopsis ramosa","Bromopsis ramosa (Huds.) Holub, 1973",86514,86514,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromopsis ramosa"
"Anisantha rubens","Anisantha rubens","Anisantha rubens (L.) Nevski, 1934",82756,82756,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Anisantha rubens"
"Bromus secalinus","Bromus secalinus","Bromus secalinus L., 1753 [nom. et typ. cons.]",86751,86751,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Bromus secalinus"
"Anisantha tectorum","Anisantha tectorum","Anisantha tectorum (L.) Nevski, 1934",82758,82758,"Angiospermes","Poales","Poaceae","Pooideae","Bromeae","Anisantha tectorum"
"Bryonia cretica subsp. dioica","Bryonia cretica","Bryonia dioica Jacq., 1774",159572,86828,"Angiospermes","Cucurbitales","Cucurbitaceae","","Bryonieae","Bryonia dioica"
"Buglossoides arvensis","Buglossoides arvensis","Buglossoides arvensis (L.) I.M.Johnst., 1954",86890,86890,"Angiospermes","Boraginales","Boraginaceae","","","Buglossoides arvensis"
"Buglossoides purpurocaerulea","Buglossoides purpurocaerulea","Aegonychon purpurocaeruleum (L.) Holub, 1973",86894,80317,"Angiospermes","Boraginales","Boraginaceae","","","Aegonychon purpurocaeruleum"
"Bunias erucago","Bunias erucago","Bunias erucago L., 1753",86969,86969,"Angiospermes","Brassicales","Brassicaceae","","","Bunias erucago"
"Calendula arvensis","Calendula arvensis","Calendula arvensis L., 1763",87420,87420,"Angiospermes","Asterales","Asteraceae","Asteroideae","Calenduleae","Calendula arvensis"
"Convolvulus sepium","Convolvulus sepium","Convolvulus sepium L., 1753",92353,92353,"Angiospermes","Solanales","Convolvulaceae","Convolvuloideae","Convolvuleae","Convolvulus sepium"
"Campanula erinus","Campanula erinus","Campanula erinus L., 1753",87636,87636,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Campanula erinus"
"Campanula rapunculus","Campanula rapunculus","Campanula rapunculus L., 1753",87712,87712,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Campanula rapunculus"
"Campanula rotundifolia","Campanula rotundifolia","Campanula rotundifolia L., 1753",87720,87720,"Angiospermes","Asterales","Campanulaceae","Campanuloideae","Campanuleae","Campanula rotundifolia"
"Capsella bursa-pastoris","Capsella bursa-pastoris","Capsella bursa-pastoris (L.) Medik., 1792",87849,87849,"Angiospermes","Brassicales","Brassicaceae","","","Capsella bursa-pastoris"
"Cardamine hirsuta","Cardamine hirsuta","Cardamine flexuosa With., 1796",87929,87915,"Angiospermes","Brassicales","Brassicaceae","","","Cardamine flexuosa"
"Cardamine hirsuta","Cardamine hirsuta","Cardamine flexuosa With., 1796",87931,87915,"Angiospermes","Brassicales","Brassicaceae","","","Cardamine flexuosa"
"Cardamine hirsuta","Cardamine hirsuta","Cardamine hirsuta L., 1753",87930,87930,"Angiospermes","Brassicales","Brassicaceae","","","Cardamine hirsuta"
"Cardamine pratensis","Cardamine pratensis","Cardamine pratensis L., 1753",87964,87964,"Angiospermes","Brassicales","Brassicaceae","","","Cardamine pratensis"
"Cirsium arvense","Cirsium arvense","Cirsium arvense (L.) Scop., 1772",91289,91289,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Cirsium arvense"
"Carduus pycnocephalus","Carduus pycnocephalus","Carduus pycnocephalus L., 1763",88191,88191,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus pycnocephalus"
"Carduus nigrescens","Carduus nigrescens","Carduus nigrescens Vill., 1779",88165,88165,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus nigrescens"
"Carduus nutans","Carduus nutans","Carduus nutans L., 1753",88167,88167,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus nutans"
"Carduus tenuiflorus","Carduus tenuiflorus","Carduus tenuiflorus Curtis, 1793",88207,88207,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carduus tenuiflorus"
"Carex flacca","Carex flacca","Carex flacca Schreb., 1771",88510,88510,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex flacca"
"Carex divulsa","Carex divulsa","Carex divulsa Stokes, 1787",88483,88483,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex divulsa"
"Carex divulsa","Carex divulsa","Carex divulsa Stokes, 1787",161933,88483,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex divulsa"
"Carex otrubae","Carex otrubae","Carex otrubae Podp., 1922",88741,88741,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex otrubae"
"Carex halleriana","Carex halleriana","Carex halleriana Asso, 1779",88560,88560,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex halleriana"
"Carex hirta","Carex hirta","Carex hirta L., 1753",88569,88569,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex hirta"
"Carex riparia","Carex riparia","Carex riparia Curtis, 1783",88833,88833,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex riparia"
"Carex vulpina","Carex vulpina","Carex otrubae Podp., 1922",88954,88741,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex otrubae"
"Carex vulpina","Carex vulpina","Carex vulpina L., 1753",88952,88952,"Angiospermes","Poales","Cyperaceae","Cyperoideae","Cariceae","Carex vulpina"
"Carpinus betulus","Carpinus betulus","Carpinus betulus L., 1753",89200,89200,"Angiospermes","Fagales","Betulaceae","","","Carpinus betulus"
"Carthamus lanatus","Carthamus lanatus","Carthamus lanatus L., 1753",89232,89232,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Carthamus lanatus"
"Catapodium rigidum","Catapodium rigidum","Catapodium rigidum (L.) C.E.Hubb., 1953",89338,89338,"Angiospermes","Poales","Poaceae","Pooideae","Poeae","Catapodium rigidum"
"Caucalis platycarpos","Caucalis platycarpos","Caucalis platycarpos L., 1753",89415,89415,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Caucalis platycarpos"
"Caucalis platycarpos","Caucalis platycarpos","Orlaya platycarpos W.D.J.Koch, 1824",89416,111301,"Angiospermes","Apiales","Apiaceae","Apioideae","Scandiceae","Orlaya platycarpos"
"Centaurea jacea","Centaurea jacea","Centaurea jacea L., 1753",89619,89619,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea jacea"
"Centaurea scabiosa","Centaurea scabiosa","Centaurea scabiosa L., 1753",89697,89697,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea scabiosa"
"Centaurea aspera","Centaurea aspera","Centaurea aspera L., 1753",89525,89525,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea aspera"
"Centaurea solstitialis","Centaurea solstitialis","Centaurea solstitialis L., 1753",89710,89710,"Angiospermes","Asterales","Asteraceae","Carduoideae","Cardueae","Centaurea solstitialis"
"Centaurium erythraea","Centaurium erythraea","Centaurium erythraea Rafn, 1800",89840,89840,"Angiospermes","Gentianales","Gentianaceae","","","Centaurium erythraea"
"Centaurium tenuiflorum","Centaurium tenuiflorum","Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch, 1907",89858,89858,"Angiospermes","Gentianales","Gentianaceae","","","Centaurium tenuiflorum"
"Centranthus calcitrapae","Centranthus calcitrapae","Centranthus calcitrapae (L.) Dufr., 1811",89881,89881,"Angiospermes","Dipsacales","Caprifoliaceae","","","Centranthus calcitrapae"
